rank,lemma,reading,score,model_score,correction_delta,band,current,delta,core_rank,candidate_state,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,manual_review,manual_note,review_flags,exact_commonness,jlpt_exact_known,jlpt_raw_exact_known,jlpt_normalized_only_known,lesson_known,kana_preferred,rare_wago_obscure_written,kanji_surface,same_surface_risk,hard_form,soft_form,reading_inheritance,tail_guard,suspicion_full
29822,協業,きょうぎょう,0.609099,0.609099,0.0,0.60-0.65,0.609099,0.0,,normal_vocab,,,,,,,,,,,0.060822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030411,0.939178,0.328712
29823,きゅんきゅん,きゅんきゅん,0.60911,0.60911,0.0,0.60-0.65,0.60911,0.0,,normal_vocab,,,,,,,,,,,0.017694,0.0,0.0,0.0,0.0,0.0,0.184182,0.0,0.0,0.0,0.0,0.0,0.982306,0.343807
29824,当館,とうかん,0.609122,0.609122,0.0,0.60-0.65,0.609122,0.0,,normal_vocab,,,,,,,,,,,0.056106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028053,0.943894,0.330363
29825,パラメーター,ぱらめーたー,0.609133,0.609133,0.0,0.60-0.65,0.609133,0.0,23544.0,normal_vocab,,,,,,,,,,,0.156124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35
29826,ほとほと,ほとほと,0.609145,0.609145,0.0,0.60-0.65,0.609145,0.0,,normal_vocab,,,,,,,,,,,0.071659,0.0,0.0,0.0,0.0,1.0,0.116043,0.0,0.0,0.0,1.0,0.0,0.928341,0.324919
29827,串カツ,くしかつ,0.609157,0.609157,0.0,0.60-0.65,0.609157,0.0,,normal_vocab,,,,,,,,,,,0.037997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.962003,0.336701
29828,後ろ足,うしろあし,0.609168,0.609168,0.0,0.60-0.65,0.609168,0.0,,normal_vocab,,,,,,,,,,,0.08638,0.0,0.0,0.0,0.0,0.0,0.78405,1.0,0.0,1.0,0.0,0.08638,0.91362,0.35
29829,至当,しとう,0.60918,0.60918,0.0,0.60-0.65,0.60918,0.0,,normal_vocab,,,,,,,,,,,0.053157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.053157,0.946843,0.331395
29830,あらまし,あらまし,0.609191,0.609191,0.0,0.60-0.65,0.609191,0.0,17861.0,normal_vocab,,,,,,,,,,,0.083545,0.0,0.0,0.0,0.0,0.0,0.114557,0.0,0.0,0.0,0.0,0.0,0.114557,0.040095
29831,囁き,ささやき,0.609203,0.609203,0.0,0.60-0.65,0.609203,0.0,23544.0,normal_vocab,,,,,,,,,,,0.106674,0.0,0.0,0.0,0.0,1.0,0.893326,1.0,0.0,1.0,1.0,0.106674,0.893326,0.35
29832,精悍,せいかん,0.609215,0.609215,0.0,0.60-0.65,0.609215,0.0,,normal_vocab,,,,,,,,,,,0.082094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.020523,0.917906,0.35
29833,縮緬,ちりめん,0.609226,0.609226,0.0,0.60-0.65,0.609226,0.0,11065.0,normal_vocab,,,,,,,,,,,0.126537,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.126537,0.0,0.245
29834,仏事,ぶつじ,0.609238,0.609238,0.0,0.60-0.65,0.609238,0.0,,normal_vocab,,,,,,,,,,,0.048549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.012137,0.951451,0.333008
29835,前職,ぜんしょく,0.609249,0.609249,0.0,0.60-0.65,0.609249,0.0,23544.0,normal_vocab,,,,,,,,,,,0.046961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.046961,0.0,0.016436
29836,茨,いばら,0.609261,0.609261,0.0,0.60-0.65,0.609261,0.0,,normal_vocab,,,,,,,,,,,0.048549,0.0,0.0,0.0,0.0,0.0,0.445993,1.0,0.0,0.0,1.0,0.048549,0.951451,0.333008
29837,積層,せきそう,0.609272,0.609272,0.0,0.60-0.65,0.609272,0.0,,normal_vocab,,,,,,,,,,,0.077216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.077216,0.922784,0.322974
29838,ＢＭＷ,びーえむだぶりゅー,0.609284,0.609284,0.0,0.60-0.65,0.609284,0.0,14690.0,deprioritized_vocab,,,,,,,,,,,0.134554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29839,神託,しんたく,0.609296,0.609296,0.0,0.60-0.65,0.609296,0.0,,normal_vocab,,,,,,,,,,,0.059432,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.059432,0.940568,0.329199
29840,微笑ましい,ほほえましい,0.609307,0.609307,0.0,0.60-0.65,0.609307,0.0,17861.0,normal_vocab,,,,,,,,,,,0.111588,0.0,0.0,0.0,0.0,0.0,0.799571,1.0,0.0,1.0,1.0,0.111588,0.799571,0.35
29841,中産,ちゅうさん,0.609319,0.609319,0.0,0.60-0.65,0.609319,0.0,23544.0,normal_vocab,,,,,,,,,,,0.099385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.074539,0.0,0.026089
29842,黙り込む,だまりこむ,0.60933,0.60933,0.0,0.60-0.65,0.60933,0.0,14690.0,normal_vocab,,,,,,,,,,,0.141356,0.0,0.0,0.0,0.0,0.0,0.77278,1.0,0.0,0.0,0.0,0.141356,0.77278,0.270473
29843,万有,ばんゆう,0.609342,0.609342,0.0,0.60-0.65,0.609342,0.0,,normal_vocab,,,,,,,,,,,0.060822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.060822,0.939178,0.328712
29844,涙目,なみだめ,0.609353,0.609353,0.0,0.60-0.65,0.609353,0.0,23544.0,normal_vocab,,,,,,,,,,,0.064871,0.0,0.0,0.0,0.0,0.0,0.65459,1.0,0.0,0.0,0.0,0.064871,0.65459,0.229107
29845,砂州,さす,0.609365,0.609365,0.0,0.60-0.65,0.609365,0.0,,normal_vocab,,,,,,,,,,,0.052656,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.039492,0.947344,0.33157
29846,猟奇,りょうき,0.609377,0.609377,0.0,0.60-0.65,0.609377,0.0,23544.0,normal_vocab,,,,,,,,,,,0.058964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29847,焼夷,しょうい,0.609388,0.609388,0.0,0.60-0.65,0.609388,0.0,23544.0,normal_vocab,,,,,,,,,,,0.063093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04732,0.0,0.016562
29848,縷々,るる,0.6094,0.6094,0.0,0.60-0.65,0.6094,0.0,,normal_vocab,,,,,,,,,,,0.091142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.091142,0.908858,0.3181
29849,トート,とーと,0.609411,0.609411,0.0,0.60-0.65,0.609411,0.0,,normal_vocab,,,,,,,,,,,0.091803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908197,0.317869
29850,前屈,ぜんくつ,0.609423,0.609423,0.0,0.60-0.65,0.609423,0.0,,normal_vocab,,,,,,,,,,,0.045887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.045887,0.954113,0.33394
29851,雀蜂,すずめばち,0.609435,0.609435,0.0,0.60-0.65,0.609435,0.0,23544.0,normal_vocab,,,,,,,,,,,0.080248,0.0,0.0,0.0,0.0,1.0,0.809382,1.0,0.0,1.0,1.0,0.080248,0.809382,0.35
29852,捕囚,ほしゅう,0.609446,0.609446,0.0,0.60-0.65,0.609446,0.0,,normal_vocab,,,,,,,,,,,0.037407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.962593,0.336908
29853,アヤメ,あやめ,0.609458,0.609458,0.0,0.60-0.65,0.609458,0.0,17861.0,deprioritized_vocab,,,,,,,,,,,0.060361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.060361,1.0,0.35
29854,マーズ,まーず,0.609469,0.609469,0.0,0.60-0.65,0.609469,0.0,23544.0,deprioritized_vocab,,,,,,,,,,,0.045887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29855,次郎,じろう,0.609481,0.609481,0.0,0.60-0.65,0.609481,0.0,,normal_vocab,,,,,,,,,,,0.001756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001756,0.998244,0.349385
29856,罅割れ,ひびわれ,0.609492,0.609492,0.0,0.60-0.65,0.609492,0.0,17861.0,normal_vocab,,,,,,,,,,,0.094719,0.0,0.0,0.0,0.0,0.0,0.763202,1.0,0.0,0.0,1.0,0.094719,0.763202,0.267121
29857,射手,いて,0.609504,0.609504,0.0,0.60-0.65,0.609504,0.0,12560.0,normal_vocab,,,,,,,,,,,0.076442,0.0,0.0,0.0,0.0,0.0,0.831202,1.0,0.0,0.0,0.0,0.076442,0.831202,0.290921
29858,揺れ動く,ゆれうごく,0.609516,0.609516,0.0,0.60-0.65,0.609516,0.0,14690.0,normal_vocab,,,,,,,,,,,0.128552,0.0,0.0,0.0,0.0,0.0,0.784303,1.0,0.0,0.0,0.0,0.128552,0.784303,0.274506
29859,浮腫む,むくむ,0.609527,0.609527,0.0,0.60-0.65,0.609527,0.0,23544.0,normal_vocab,,,,,,,,,,,0.099081,0.0,0.0,0.0,0.0,1.0,0.752298,1.0,0.0,0.0,1.0,0.099081,0.752298,0.263304
29860,郷,きょう,0.609539,0.609539,0.0,0.60-0.65,0.609539,0.0,,normal_vocab,,,,,,,,,,,0.004328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001082,0.995672,0.348485
29861,国大,こくだい,0.60955,0.60955,0.0,0.60-0.65,0.60955,0.0,,normal_vocab,,,,,,,,,,,0.058021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.058021,0.941979,0.329693
29862,球児,きゅうじ,0.609562,0.609562,0.0,0.60-0.65,0.609562,0.0,23544.0,normal_vocab,,,,,,,,,,,0.056106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.028053,0.0,0.009819
29863,電熱,でんねつ,0.609573,0.609573,0.0,0.60-0.65,0.609573,0.0,,normal_vocab,,,,,,,,,,,0.055133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013783,0.944867,0.330703
29864,だらける,だらける,0.609585,0.609585,0.0,0.60-0.65,0.609585,0.0,17861.0,normal_vocab,,,,,,,,,,,0.034399,0.0,0.0,0.0,0.0,0.0,0.1207,0.0,0.0,1.0,0.0,0.0,0.1207,0.35
29865,持ち運ぶ,もちはこぶ,0.609597,0.609597,0.0,0.60-0.65,0.609597,0.0,,normal_vocab,,,,,,,,,,,0.058494,0.0,0.0,0.0,0.0,0.0,0.853765,1.0,0.0,0.0,0.0,0.058494,0.941506,0.329527
29866,厚め,あつめ,0.609608,0.609608,0.0,0.60-0.65,0.609608,0.0,,normal_vocab,,,,,,,,,,,0.078365,0.0,0.0,0.0,0.0,0.0,0.804088,1.0,0.0,0.0,1.0,0.078365,0.921635,0.322572
29867,ひもじい,ひもじい,0.60962,0.60962,0.0,0.60-0.65,0.60962,0.0,,normal_vocab,,,,,,,,,,,0.058021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941979,0.329693
29868,みすず,みすず,0.609631,0.609631,0.0,0.60-0.65,0.609631,0.0,,deprioritized_vocab,,,,,,,,,,,0.070837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.929163,0.325207
29869,丸っこい,まるっこい,0.609643,0.609643,0.0,0.60-0.65,0.609643,0.0,,normal_vocab,,,,,,,,,,,0.036814,0.0,0.0,0.0,0.0,0.0,0.67423,1.0,0.0,0.0,0.0,0.02761,0.963186,0.337115
29870,軌,き,0.609654,0.609654,0.0,0.60-0.65,0.609654,0.0,,normal_vocab,,,,,,,,,,,0.075269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.924731,0.323656
29871,前景,ぜんけい,0.609666,0.609666,0.0,0.60-0.65,0.609666,0.0,,normal_vocab,,,,,,,,,,,0.057546,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.057546,0.942454,0.329859
29872,ＦＢＩ,えふびーあい,0.609678,0.609678,0.0,0.60-0.65,0.609678,0.0,11065.0,deprioritized_vocab,,,,,,,,,,,0.134138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35
29873,麦藁,むぎわら,0.609689,0.609689,0.0,0.60-0.65,0.609689,0.0,23544.0,normal_vocab,,,,,,,,,,,0.094399,0.0,0.0,0.0,0.0,0.0,0.796929,1.0,0.0,1.0,0.0,0.094399,0.796929,0.35
29874,写像,しゃぞう,0.609701,0.609701,0.0,0.60-0.65,0.609701,0.0,,normal_vocab,,,,,,,,,,,0.061281,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01532,0.938719,0.328552
29875,峠道,とうげみち,0.609712,0.609712,0.0,0.60-0.65,0.609712,0.0,,normal_vocab,,,,,,,,,,,0.035009,0.0,0.0,0.0,0.0,0.0,0.868492,1.0,0.0,0.0,0.0,0.035009,0.964991,0.337747
29876,黒服,くろふく,0.609724,0.609724,0.0,0.60-0.65,0.609724,0.0,,normal_vocab,,,,,,,,,,,0.055133,0.0,0.0,0.0,0.0,0.0,0.42519,1.0,0.0,0.0,0.0,0.04135,0.944867,0.330703
29877,板書,ばんしょ,0.609735,0.609735,0.0,0.60-0.65,0.609735,0.0,,normal_vocab,,,,,,,,,,,0.06531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.016328,0.93469,0.327141
29878,スニ,すに,0.609747,0.609747,0.0,0.60-0.65,0.609747,0.0,,deprioritized_vocab,,,,,,,,,,,0.017694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982306,0.343807
29879,ねぶた,ねぶた,0.609759,0.609759,0.0,0.60-0.65,0.609759,0.0,,normal_vocab,,,,,,,,,,,0.020578,0.0,0.0,0.0,0.0,1.0,0.091821,0.0,0.0,0.0,1.0,0.0,0.979422,0.342798
29880,マドリード,まどりーど,0.60977,0.60977,0.0,0.60-0.65,0.60977,0.0,9024.0,deprioritized_vocab,,,,,,,,,,,0.270545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.279454
29881,救い出す,すくいだす,0.609782,0.609782,0.0,0.60-0.65,0.609782,0.0,17861.0,normal_vocab,,,,,,,,,,,0.096925,0.0,0.0,0.0,0.0,0.0,0.757688,1.0,0.0,0.0,0.0,0.096925,0.757688,0.265191
29882,桁数,けたすう,0.609793,0.609793,0.0,0.60-0.65,0.609793,0.0,,normal_vocab,,,,,,,,,,,0.045887,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011472,0.954113,0.33394
29883,すうすう,すうすう,0.609805,0.609805,0.0,0.60-0.65,0.609805,0.0,23544.0,normal_vocab,,,,,,,,,,,0.0437,0.0,0.0,0.0,0.0,0.0,0.119538,0.0,0.0,0.0,0.0,0.0,0.119538,0.041838
29884,讖,しん,0.609816,0.609816,0.0,0.60-0.65,0.609816,0.0,,normal_vocab,,,,,,,,,,,0.00517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.35
29885,地租,ちそ,0.609828,0.609828,0.0,0.60-0.65,0.609828,0.0,,normal_vocab,,,,,,,,,,,0.102075,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025519,0.897925,0.314274
29886,封入,ふうにゅう,0.60984,0.60984,0.0,0.60-0.65,0.60984,0.0,,normal_vocab,,,,,,,,,,,0.063093,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.063093,0.936907,0.327917
29887,怪力,かいりき,0.609851,0.609851,0.0,0.60-0.65,0.609851,0.0,,normal_vocab,,,,,,,,,,,0.037407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.018703,0.962593,0.336908
29888,うるうる,うるうる,0.609863,0.609863,0.0,0.60-0.65,0.609863,0.0,,normal_vocab,,,,,,,,,,,0.055133,0.0,0.0,0.0,0.0,0.0,0.118108,0.0,0.0,0.0,0.0,0.0,0.944867,0.330703
29889,おずおず,おずおず,0.609874,0.609874,0.0,0.60-0.65,0.609874,0.0,23544.0,normal_vocab,,,,,,,,,,,0.107233,0.0,0.0,0.0,0.0,1.0,0.111596,0.0,0.0,0.0,1.0,0.0,0.111596,0.245
29890,利確,りかく,0.609886,0.609886,0.0,0.60-0.65,0.609886,0.0,23544.0,normal_vocab,,,,,,,,,,,0.019147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.019147,0.0,0.006701
29891,学食,がくしょく,0.609897,0.609897,0.0,0.60-0.65,0.609897,0.0,,normal_vocab,,,,,,,,,,,0.033786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025339,0.966214,0.338175
29892,ねんね,ねんね,0.609909,0.609909,0.0,0.60-0.65,0.609909,0.0,,normal_vocab,,,,,,,,,,,0.05011,0.0,0.0,0.0,0.0,0.0,0.089052,0.0,0.0,0.0,0.0,0.0,0.94989,0.332462
29893,同大,どうだい,0.609921,0.609921,0.0,0.60-0.65,0.609921,0.0,11065.0,normal_vocab,,,,,,,,,,,0.085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.059898,0.0,0.020964
29894,取り憑く,とりつく,0.609932,0.609932,0.0,0.60-0.65,0.609932,0.0,,normal_vocab,,,,,,,,,,,0.10059,0.0,0.0,0.0,0.0,0.0,0.748525,1.0,0.0,1.0,0.0,0.10059,0.89941,0.35
29895,掏る,する,0.609944,0.609944,0.0,0.60-0.65,0.609944,0.0,,normal_vocab,,,,,,,,,,,0.031291,0.0,0.0,0.0,0.0,1.0,0.968709,1.0,0.0,0.0,1.0,0.031291,0.968709,0.339048
29896,こじる,こじる,0.609955,0.609955,0.0,0.60-0.65,0.609955,0.0,,normal_vocab,,,,,,,,,,,0.05011,0.0,0.0,0.0,0.0,1.0,0.94989,0.0,0.0,0.0,1.0,0.0,1.0,0.35
29897,野次馬,やじうま,0.609967,0.609967,0.0,0.60-0.65,0.609967,0.0,23544.0,normal_vocab,,,,,,,,,,,0.109708,0.0,0.0,0.0,0.0,0.0,0.623204,1.0,0.0,1.0,1.0,0.109708,0.623204,0.35
29898,癇癪,かんしゃく,0.609978,0.609978,0.0,0.60-0.65,0.609978,0.0,,normal_vocab,,,,,,,,,,,0.092131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.907869,0.35
29899,逸る,はやる,0.60999,0.60999,0.0,0.60-0.65,0.60999,0.0,17861.0,normal_vocab,,,,,,,,,,,0.093757,0.0,0.0,0.0,0.0,1.0,0.815619,1.0,0.0,0.0,1.0,0.093757,0.815619,0.285467
29900,ごくり,ごくり,0.610002,0.610002,0.0,0.60-0.65,0.610002,0.0,,normal_vocab,,,,,,,,,,,0.078365,0.0,0.0,0.0,0.0,0.0,0.086403,0.0,0.0,0.0,0.0,0.0,0.921635,0.322572
29901,腹立つ,はらだつ,0.610013,0.610013,0.0,0.60-0.65,0.610013,0.0,,normal_vocab,,,,,,,,,,,0.069171,0.0,0.0,0.0,0.0,0.0,0.827073,1.0,0.0,0.0,0.0,0.069171,0.930829,0.32579
29902,サラ金,さらきん,0.610025,0.610025,0.0,0.60-0.65,0.610025,0.0,9898.0,normal_vocab,,,,,,,,,,,0.191091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.107511,0.0,0.037629
29903,逆数,ぎゃくすう,0.610036,0.610036,0.0,0.60-0.65,0.610036,0.0,,normal_vocab,,,,,,,,,,,0.035009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.008752,0.964991,0.337747
29904,領民,りょうみん,0.610048,0.610048,0.0,0.60-0.65,0.610048,0.0,,normal_vocab,,,,,,,,,,,0.06959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06959,0.93041,0.325644
29905,がくがく,がくがく,0.610059,0.610059,0.0,0.60-0.65,0.610059,0.0,,normal_vocab,,,,,,,,,,,0.077983,0.0,0.0,0.0,0.0,0.0,0.115252,0.0,0.0,0.0,0.0,0.0,0.922017,0.322706
29906,目星,めぼし,0.610071,0.610071,0.0,0.60-0.65,0.610071,0.0,,normal_vocab,,,,,,,,,,,0.0437,0.0,0.0,0.0,0.0,0.0,0.66941,1.0,0.0,0.0,0.0,0.0437,0.9563,0.334705
29907,まします,まします,0.610083,0.610083,0.0,0.60-0.65,0.610083,0.0,,normal_vocab,,,,,,,,,,,0.033168,0.0,0.0,0.0,0.0,0.0,0.120854,0.0,0.0,0.0,0.0,0.0,0.966832,0.338391
29908,勅命,ちょくめい,0.610094,0.610094,0.0,0.60-0.65,0.610094,0.0,,normal_vocab,,,,,,,,,,,0.070423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.035211,0.929577,0.325352
29909,持ち替える,もちかえる,0.610106,0.610106,0.0,0.60-0.65,0.610106,0.0,23544.0,normal_vocab,,,,,,,,,,,0.071249,0.0,0.0,0.0,0.0,0.0,0.821877,1.0,0.0,1.0,0.0,0.071249,0.821877,0.35
29910,羚羊,かもしか,0.610117,0.610117,0.0,0.60-0.65,0.610117,0.0,23544.0,normal_vocab,,,,,,,,,,,0.091473,0.0,0.0,0.0,0.0,1.0,0.817674,1.0,0.0,0.0,1.0,0.091473,0.817674,0.286186
29911,オフミ,おふみ,0.610129,0.610129,0.0,0.60-0.65,0.610129,0.0,,deprioritized_vocab,,,,,,,,,,,0.072067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927933,0.324777
29912,チェキ,ちぇき,0.610141,0.610141,0.0,0.60-0.65,0.610141,0.0,17861.0,normal_vocab,,,,,,,,,,,0.036216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29913,ぴこぴこ,ぴこぴこ,0.610152,0.610152,0.0,0.60-0.65,0.610152,0.0,,normal_vocab,,,,,,,,,,,0.010067,0.0,0.0,0.0,0.0,0.0,0.123742,0.0,0.0,0.0,0.0,0.0,0.989933,0.346477
29914,狡猾,こうかつ,0.610164,0.610164,0.0,0.60-0.65,0.610164,0.0,,normal_vocab,,,,,,,,,,,0.08136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.91864,0.321524
29915,マンハッタン,まんはったん,0.610175,0.610175,0.0,0.60-0.65,0.610175,0.0,,deprioritized_vocab,,,,,,,,,,,0.1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8638,0.30233
29916,赤紫,あかむらさき,0.610187,0.610187,0.0,0.60-0.65,0.610187,0.0,,normal_vocab,,,,,,,,,,,0.057069,0.0,0.0,0.0,0.0,0.0,0.848638,1.0,0.0,0.0,0.0,0.057069,0.942931,0.330026
29917,清聴,せいちょう,0.610198,0.610198,0.0,0.60-0.65,0.610198,0.0,,normal_vocab,,,,,,,,,,,0.011644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011644,0.988356,0.345925
29918,取って置き,とっておき,0.61021,0.61021,0.0,0.60-0.65,0.61021,0.0,23544.0,normal_vocab,,,,,,,,,,,0.098776,0.0,0.0,0.0,0.0,1.0,0.75306,1.0,0.0,0.0,1.0,0.098776,0.75306,0.263571
29919,蒼白,そうはく,0.610221,0.610221,0.0,0.60-0.65,0.610221,0.0,17861.0,normal_vocab,,,,,,,,,,,0.105829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.079372,0.0,0.02778
29920,セーラー,せーらー,0.610233,0.610233,0.0,0.60-0.65,0.610233,0.0,23544.0,normal_vocab,,,,,,,,,,,0.126763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29921,ちょろい,ちょろい,0.610245,0.610245,0.0,0.60-0.65,0.610245,0.0,,normal_vocab,,,,,,,,,,,0.021285,0.0,0.0,0.0,0.0,0.0,0.122339,0.0,0.0,1.0,0.0,0.0,0.978715,0.35
29922,うろちょろ,うろちょろ,0.610256,0.610256,0.0,0.60-0.65,0.610256,0.0,,normal_vocab,,,,,,,,,,,0.030656,0.0,0.0,0.0,0.0,0.0,0.15146,0.0,0.0,0.0,0.0,0.0,0.969344,0.33927
29923,帯状,たいじょう,0.610268,0.610268,0.0,0.60-0.65,0.610268,0.0,23544.0,normal_vocab,,,,,,,,,,,0.062643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.015661,0.0,0.005481
29924,圃場,ほじょう,0.610279,0.610279,0.0,0.60-0.65,0.610279,0.0,9024.0,normal_vocab,,,,,,,,,,,0.270545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29925,階調,かいちょう,0.610291,0.610291,0.0,0.60-0.65,0.610291,0.0,,normal_vocab,,,,,,,,,,,0.072878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.072878,0.927122,0.324493
29926,功利,こうり,0.610302,0.610302,0.0,0.60-0.65,0.610302,0.0,,normal_vocab,,,,,,,,,,,0.080248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.080248,0.919752,0.35
29927,冒涜,ぼうとく,0.610314,0.610314,0.0,0.60-0.65,0.610314,0.0,,normal_vocab,,,,,,,,,,,0.072473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.927527,0.35
29928,天界,てんかい,0.610326,0.610326,0.0,0.60-0.65,0.610326,0.0,,normal_vocab,,,,,,,,,,,0.091473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.091473,0.908527,0.317984
29929,節介,せっかい,0.610337,0.610337,0.0,0.60-0.65,0.610337,0.0,12560.0,normal_vocab,,,,,,,,,,,0.111055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.111055,1.0,0.35
29930,人となり,ひととなり,0.610349,0.610349,0.0,0.60-0.65,0.610349,0.0,23544.0,normal_vocab,,,,,,,,,,,0.069171,0.0,0.0,0.0,0.0,0.0,0.930829,1.0,0.0,0.0,1.0,0.069171,1.0,0.35
29931,執り行なう,とりおこなう,0.61036,0.61036,0.0,0.60-0.65,0.61036,0.0,11065.0,normal_vocab,,,,,,,,,,,0.116256,0.0,0.0,0.0,0.0,0.0,0.79537,1.0,0.0,1.0,0.0,0.116256,0.79537,0.35
29932,座像,ざぞう,0.610372,0.610372,0.0,0.60-0.65,0.610372,0.0,23544.0,normal_vocab,,,,,,,,,,,0.095671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.023918,0.0,0.008371
