rank,lemma,reading,score,model_score,correction_delta,band,spalex_rank,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,review_flags,translations,wordfreq_zipf,learner_source_known,learner_source_count,cognate_rescue,false_friend_caution,pos_function_risk,pos_other_risk,dict_marked_usage_risk,weak_form_risk,dictionary_sense_count,dictionary_entry_count,dictionary_marked_terms
23676,solio,,0.787252,0.787252,0.0,0.75-0.80,18006.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.94,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23677,narcosis,,0.787259,0.787259,0.0,0.75-0.80,24016.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.75,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23678,meretriz,,0.787283,0.787283,0.0,0.75-0.80,23801.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.23,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23679,sinusoidal,,0.787293,0.787293,0.0,0.75-0.80,22204.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",sinusoidal,2.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,1,1,
23680,esclerótica,,0.787296,0.787296,0.0,0.75-0.80,25464.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.9,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.153333,0,0,
23681,chunga,,0.787301,0.787301,0.0,0.75-0.80,23708.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.58,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23682,paralizador,,0.787305,0.787305,0.0,0.75-0.80,27608.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.85,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23683,theta,,0.787307,0.787307,0.0,0.75-0.80,16852.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","theta; the greek letter θ, θ",2.47,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23684,monolingüe,,0.787311,0.787311,0.0,0.75-0.80,25084.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.13,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.13,0,0,
23685,galana,,0.787326,0.787326,0.0,0.75-0.80,22676.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.9,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23686,bejuco,,0.78733,0.78733,0.0,0.75-0.80,19888.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.23,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23687,engarce,,0.787342,0.787342,0.0,0.75-0.80,22485.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.75,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23688,veteado,,0.787357,0.787357,0.0,0.75-0.80,23591.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.14,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23689,sobrepujar,,0.787359,0.787359,0.0,0.75-0.80,24565.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23690,pajizo,,0.78736,0.78736,0.0,0.75-0.80,23405.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.12,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23691,desatento,,0.787371,0.787371,0.0,0.75-0.80,26158.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.52,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23692,ritualista,,0.787373,0.787373,0.0,0.75-0.80,26159.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.99,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23693,contumaz,,0.787383,0.787383,0.0,0.75-0.80,19889.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.12,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23694,gramilla,,0.787386,0.787386,0.0,0.75-0.80,20622.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.82,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23695,entreabrir,,0.787386,0.787386,0.0,0.75-0.80,26306.0,normal_vocab,verb,verb,,,,,,,,,to leave open or ajar,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,1,
23696,palurdo,,0.787387,0.787387,0.0,0.75-0.80,24566.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.14,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23697,correoso,,0.787406,0.787406,0.0,0.75-0.80,23802.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.02,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23698,contubernio,,0.787407,0.787407,0.0,0.75-0.80,21903.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.56,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23699,gravidez,,0.787443,0.787443,0.0,0.75-0.80,25754.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","pregnancy, gravidity; heaviness",1.79,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,2,1,
23700,armadora,,0.787444,0.787444,0.0,0.75-0.80,25877.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.15,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23701,palote,,0.787453,0.787453,0.0,0.75-0.80,26307.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.97,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23702,cúrcuma,,0.78746,0.78746,0.0,0.75-0.80,22130.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.5,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23703,conjetural,,0.78746,0.78746,0.0,0.75-0.80,23592.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.69,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23704,sibarita,,0.787467,0.787467,0.0,0.75-0.80,24949.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.28,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23705,témpera,,0.787467,0.787467,0.0,0.75-0.80,25230.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.96,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23706,desposorio,,0.787472,0.787472,0.0,0.75-0.80,20878.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.52,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23707,autostop,,0.787487,0.787487,0.0,0.75-0.80,23593.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","hitchhiking, hitch-hiking, hitching, thumbing a ride",2.34,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,1,1,
23708,chocolatero,,0.787508,0.787508,0.0,0.75-0.80,27971.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.18,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23709,justeza,,0.787513,0.787513,0.0,0.75-0.80,19099.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.91,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23710,charada,,0.787517,0.787517,0.0,0.75-0.80,23709.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.09,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23711,meco,,0.787523,0.787523,0.0,0.75-0.80,20262.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,marked_usage","brown-colored; semen; a small child, specifically an indigenous one",2.6,0.0,0.0,0.0,0.0,0.65,1.0,1.0,0.0,3,2,"dated,vulgar"
23712,finada,,0.787527,0.787527,0.0,0.75-0.80,23710.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.99,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23713,beodo,,0.787536,0.787536,0.0,0.75-0.80,22677.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.76,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23714,arribista,,0.787555,0.787555,0.0,0.75-0.80,24110.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.3,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23715,minué,,0.787556,0.787556,0.0,0.75-0.80,20373.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.93,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23716,antropoide,,0.787569,0.787569,0.0,0.75-0.80,24210.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.78,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23717,mauritana,,0.787571,0.787571,0.0,0.75-0.80,23920.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.05,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23718,apologético,,0.787581,0.787581,0.0,0.75-0.80,20329.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.87,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.153333,0,0,
23719,sagital,,0.787582,0.787582,0.0,0.75-0.80,19840.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.23,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23720,tirreno,,0.787591,0.787591,0.0,0.75-0.80,18739.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.21,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23721,gorjeo,,0.787597,0.787597,0.0,0.75-0.80,22678.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","tweet, twirp (bird song); gurgle, gurgling (sound)",2.08,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,2,1,
23722,intimismo,,0.787608,0.787608,0.0,0.75-0.80,23121.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",intimism,1.82,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,1,1,
23723,enlazador,,0.787618,0.787618,0.0,0.75-0.80,26009.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.51,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23724,aviario,,0.787626,0.787626,0.0,0.75-0.80,23316.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.01,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23725,cafetal,,0.78763,0.78763,0.0,0.75-0.80,24567.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",piece of land cultivating coffee,2.55,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23726,mantillo,,0.787635,0.787635,0.0,0.75-0.80,23921.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.26,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23727,penitenciar,,0.787642,0.787642,0.0,0.75-0.80,25231.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23728,telémetro,,0.787648,0.787648,0.0,0.75-0.80,22058.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.74,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
23729,brisca,,0.78766,0.78766,0.0,0.75-0.80,23803.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.78,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23730,badulaque,,0.787664,0.787664,0.0,0.75-0.80,21758.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.68,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23731,terciar,,0.787669,0.787669,0.0,0.75-0.80,26010.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","to divide into thirds; to mediate (resolve differences, intervene); to turn out; end up",1.33,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,3,1,
23732,perennidad,,0.787674,0.787674,0.0,0.75-0.80,23122.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.58,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23733,ferrón,,0.787708,0.787708,0.0,0.75-0.80,19100.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.69,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23734,mular,,0.787715,0.787715,0.0,0.75-0.80,20745.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.07,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23735,ropilla,,0.787717,0.787717,0.0,0.75-0.80,24018.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23736,diástole,,0.787732,0.787732,0.0,0.75-0.80,24019.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.93,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.053333,0,0,
23737,sobado,,0.787735,0.787735,0.0,0.75-0.80,26160.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",a type of butter cake,1.94,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23738,enardecer,,0.787746,0.787746,0.0,0.75-0.80,25878.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","to inflame, light up, go aflame",1.86,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,1,1,
23739,fanfarronada,,0.787757,0.787757,0.0,0.75-0.80,26954.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.94,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23740,insumiso,,0.787766,0.787766,0.0,0.75-0.80,24950.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.92,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23741,traversa,,0.787782,0.787782,0.0,0.75-0.80,21676.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",stay,1.81,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,1,1,
23742,chilindrina,,0.787792,0.787792,0.0,0.75-0.80,23028.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.21,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23743,molicie,,0.787799,0.787799,0.0,0.75-0.80,18148.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.37,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23744,boato,,0.787799,0.787799,0.0,0.75-0.80,19484.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",pomp,2.14,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23745,derramo,,0.787799,0.787799,0.0,0.75-0.80,25879.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.41,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23746,bufonada,,0.787839,0.787839,0.0,0.75-0.80,26161.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.7,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23747,tiznado,,0.787849,0.787849,0.0,0.75-0.80,24452.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",covered in soot; sooty,1.68,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23748,acordonar,,0.787862,0.787862,0.0,0.75-0.80,27129.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","to cordon off, seal, seal off (physically isolate an area or building for security reasons preventing human passage)",2.02,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,1,1,
23749,daiquiri,,0.787867,0.787867,0.0,0.75-0.80,24211.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",daiquiri,1.96,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,1,1,
23750,lechazo,,0.78787,0.78787,0.0,0.75-0.80,23804.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.12,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23751,pelotera,,0.787879,0.787879,0.0,0.75-0.80,27299.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",row; quarrel,1.68,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,1,1,
23752,encapuchada,,0.787899,0.787899,0.0,0.75-0.80,27611.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.07,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.133333,0,0,
23753,olivero,,0.78791,0.78791,0.0,0.75-0.80,24453.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.14,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23754,visigótico,,0.787911,0.787911,0.0,0.75-0.80,22486.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.88,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.12,0,0,
23755,corregente,,0.787915,0.787915,0.0,0.75-0.80,18310.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",ruling together with another,1.18,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,1,1,
23756,trinca,,0.787918,0.787918,0.0,0.75-0.80,22288.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
23757,soportal,,0.787924,0.787924,0.0,0.75-0.80,21370.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.85,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23758,verbosidad,,0.787937,0.787937,0.0,0.75-0.80,22392.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.52,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23759,compensadora,,0.787937,0.787937,0.0,0.75-0.80,27300.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.5,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23760,futurología,,0.78794,0.78794,0.0,0.75-0.80,25233.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.153333,0,0,
23761,helenio,,0.78795,0.78795,0.0,0.75-0.80,23029.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.53,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23762,esperantista,,0.787958,0.787958,0.0,0.75-0.80,21146.0,normal_vocab,adjective,adjective,,,,,,,,missing_translation,,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0,0,
23763,despensero,,0.787962,0.787962,0.0,0.75-0.80,22131.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.5,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23764,sedicioso,,0.787963,0.787963,0.0,0.75-0.80,22393.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.35,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23765,alveolo,,0.787972,0.787972,0.0,0.75-0.80,25607.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.73,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23766,lunfardo,,0.787974,0.787974,0.0,0.75-0.80,17366.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.79,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23767,ronronear,,0.787991,0.787991,0.0,0.75-0.80,27612.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.91,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,0,0,
23768,aimara,,0.788007,0.788007,0.0,0.75-0.80,19209.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",aymara; aymara (indigenous person of south america); aymara (language),2.7,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,3,3,
23769,níspero,,0.788011,0.788011,0.0,0.75-0.80,25465.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","medlar (mespilus germanica, now crataegus germanica); loquat (eriobotrya japonica); sapodilla (manilkara zapota and manilkara huberi)",2.09,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,4,1,
23770,vatio,,0.788017,0.788017,0.0,0.75-0.80,23805.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",watt,1.84,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
23771,gasómetro,,0.788029,0.788029,0.0,0.75-0.80,24693.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.39,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
23772,tobera,,0.788034,0.788034,0.0,0.75-0.80,20374.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
23773,astróloga,,0.788034,0.788034,0.0,0.75-0.80,27788.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.1,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.086667,0,0,
23774,transfigurar,,0.788039,0.788039,0.0,0.75-0.80,26806.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to transfigure,1.16,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,1,1,
23775,incontinente,,0.788062,0.788062,0.0,0.75-0.80,26162.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.76,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23776,huevera,,0.788068,0.788068,0.0,0.75-0.80,26638.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.63,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23777,postear,,0.788085,0.788085,0.0,0.75-0.80,32347.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,3.3,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23778,jíbaro,,0.788099,0.788099,0.0,0.75-0.80,23922.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",jivaroan; one of the original canarian settlers of puerto rico who lived as farmers in the mountainous regions; an ignorant person from a rural area,1.96,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,8,3,
23779,regodeo,,0.788105,0.788105,0.0,0.75-0.80,24568.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.05,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23780,caolín,,0.788113,0.788113,0.0,0.75-0.80,19485.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.35,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23781,faetón,,0.788125,0.788125,0.0,0.75-0.80,16708.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.99,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.02,0,0,
23782,pretoriano,,0.788138,0.788138,0.0,0.75-0.80,24951.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.96,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,0,0,
23783,torpedero,,0.788143,0.788143,0.0,0.75-0.80,23406.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",torpedo bomber; torpedo boat; shortstop,2.09,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.066667,3,1,
23784,paladino,,0.788147,0.788147,0.0,0.75-0.80,25234.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.21,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
23785,protuberante,,0.788148,0.788148,0.0,0.75-0.80,26807.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,1.74,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.166667,0,0,
23786,germanismo,,0.78815,0.78815,0.0,0.75-0.80,25466.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",germanism (a word or idiom loaned from german or an ancient germanic language); germanism (germanic or german culture),1.25,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.1,2,1,
23787,rodio,,0.78816,0.78816,0.0,0.75-0.80,20937.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","rhodium; rhodian (of, from or relating to the island of rhodes, south aegean region, greece); rhodian (native or inhabitant of the island of rhodes, south aegean region, greece) (usually male)",2.23,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,3,3,
23788,espurio,,0.788167,0.788167,0.0,0.75-0.80,21904.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.63,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23789,permutar,,0.788172,0.788172,0.0,0.75-0.80,27130.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to exchange; to permute,1.93,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,2,1,
23790,loquero,,0.788201,0.788201,0.0,0.75-0.80,26308.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.35,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0,0,
23791,avalista,,0.788205,0.788205,0.0,0.75-0.80,24694.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar,missing_translation",,2.01,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.033333,0,0,
